epoch,loss,lr,val_loss
0,0.940990149974823,0.001,1.1217211484909058
1,0.851971447467804,0.001,1.047094702720642
2,0.7645004391670227,0.001,0.9672485589981079
3,0.7073884010314941,0.001,0.9448875188827515
4,0.6733540892601013,0.001,0.9157028198242188
5,0.6434031128883362,0.001,0.9030367732048035
6,0.6253303289413452,0.001,0.8897078633308411
7,0.6076586246490479,0.001,0.8848234415054321
8,0.5970214009284973,0.001,0.8835752606391907
9,0.5858458876609802,0.001,0.8777044415473938
10,0.5671747326850891,0.001,0.8648244142532349
11,0.5421714782714844,0.001,0.8342713117599487
12,0.5161710381507874,0.001,0.7808405756950378
13,0.4594578146934509,0.001,0.7550148963928223
14,0.39974817633628845,0.001,0.7099553942680359
15,0.3691291809082031,0.001,0.6939657926559448
16,0.3492504954338074,0.001,0.6934911012649536
17,0.32425791025161743,0.001,0.731245756149292
18,0.31909289956092834,0.001,0.6743186712265015
19,0.30468374490737915,0.001,0.7043935656547546
20,0.29910701513290405,0.001,0.6568442583084106
21,0.28113871812820435,0.001,0.6353042125701904
22,0.27252864837646484,0.001,0.6489303112030029
23,0.2619144022464752,0.001,0.6441249251365662
24,0.25067660212516785,0.001,0.6368682384490967
25,0.2423158884048462,0.0005,0.6274718642234802
26,0.23587200045585632,0.0005,0.6141796708106995
27,0.22949397563934326,0.0005,0.6073241829872131
28,0.22443291544914246,0.0005,0.5998680591583252
29,0.21984191238880157,0.0005,0.5914454460144043
30,0.21521048247814178,0.0005,0.5859012603759766
31,0.21116192638874054,0.0005,0.5834658741950989
32,0.20705199241638184,0.0005,0.5813095569610596
33,0.20269174873828888,0.0005,0.5781452059745789
34,0.1988483965396881,0.0005,0.5735678672790527
35,0.19548627734184265,0.0005,0.5692149996757507
36,0.19185921549797058,0.0005,0.5632008910179138
37,0.18819545209407806,0.0005,0.5530374050140381
38,0.1846921741962433,0.0005,0.5480461120605469
39,0.1822127252817154,0.0005,0.5473066568374634
40,0.17892158031463623,0.0005,0.5433000326156616
41,0.17495474219322205,0.0005,0.5351639986038208
42,0.1724511682987213,0.0005,0.5409809350967407
43,0.16955578327178955,0.0005,0.5384222269058228
44,0.16623634099960327,0.0005,0.5312859416007996
45,0.16350068151950836,0.0005,0.5301879644393921
46,0.1603744924068451,0.0005,0.5330008268356323
47,0.1574961245059967,0.0005,0.5236502289772034
48,0.15484049916267395,0.0005,0.5272613167762756
49,0.15196442604064941,0.0005,0.5411848425865173
50,0.14955870807170868,0.0005,0.5328302979469299
51,0.14727357029914856,0.00025,0.5394152998924255
52,0.14515399932861328,0.00025,0.5465601086616516
53,0.14388364553451538,0.00025,0.5414928197860718
54,0.14278724789619446,0.000125,0.5410535335540771
55,0.14211809635162354,0.000125,0.542285144329071
56,0.14151056110858917,0.000125,0.5440385937690735
57,0.14087828993797302,6.25e-05,0.5444813966751099
